Reaction name	!	Stoichiometry	!	Enzyme discription	!	Compartment	!	Subsystem(Pathway)	!	Gene
AACPS2	!	ACP + ATP + TTDCEA -> AMP + PPI + TDEACP	!	acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS3	!	ACP + ATP + HDCA -> AMP + PALMACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS4	!	ACP + ATP + HDCEA -> AMP + HDEACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS5	!	ACP + ATP + OCDCEA -> AMP + OCTEACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS6	!	ACP + ATP + OCDCA -> AMP + OCDCAACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS7	!	ACP + ATP + DDCA -> AMP + DDCAACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS8	!	ACP + ATP + DCA -> AMP + DCAACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACPS9	!	ACP + ATP + OCTA -> AMP + OCACP + PPI	!	acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2836  &&  b1094 )
AACTOOR	!	AACT + H2O + O2 -> H2O2 + MTHGXL + NH4	!	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	!	Cytosol	!	Methylglyoxal Metabolism	!	Unknown
AADDGT	!	DTDP4AADDG + UNAGAMU -> DTDP + H + UNAGAMUF	!	dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b4481
AAMYL	!	14GLUCAN -> MALTHX	!	alpha-amylase	!	Cytosol	!	Alternate Carbon Metabolism	!	b1927
AAMYLpp	!	14GLUCAN -> MALTHX	!	alpha-amylase (periplasm)	!	Periplasmic space	!	Alternate Carbon Metabolism	!	b3571
AB6PGH	!	ARBT6P + H2O -> G6P + HQN	!	Arbutin 6-phosphate glucohydrolase	!	Cytosol	!	Alternate Carbon Metabolism	!	b2901
ABTA	!	4ABUT + AKG -> GLU_L + SUCSAL	!	4-aminobutyrate transaminase	!	Cytosol	!	Arginine and Proline Metabolism	!	( b2662  ||  b1302 )
ABUTD	!	4ABUTN + H2O + NAD -> 4ABUT + 2* H + NADH	!	Aminobutyraldehyde dehydrogenase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1444
ABUTt2pp	!	4ABUT_P  + H_P  -> 4ABUT_C  + H_C	!	4-aminobutyrate transport in via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2663
ABUTtex	!	4ABUT_E  <-> 4ABUT_P	!	4-aminobutyrate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACACCT	!	ACAC + ACCOA -> AACOA + AC	!	acetyl-CoA:acetoacetyl-CoA transferase	!	Cytosol	!	Alternate Carbon Metabolism	!	( b2221  &&  b2222 )
ACACT1r	!	2* ACCOA <-> AACOA + COA	!	acetyl-CoA C-acetyltransferase	!	Cytosol	!	Membrane Lipid Metabolism	!	b2224
ACACt2pp	!	ACAC_P  + H_P  <-> ACAC_C  + H_C	!	acetoacetate transport via proton symport  (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2223
ACACtex	!	ACAC_E  <-> ACAC_P	!	acetoacetate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACALD	!	ACALD + COA + NAD <-> ACCOA + H + NADH	!	acetaldehyde dehydrogenase (acetylating)	!	Cytosol	!	Pyruvate Metabolism	!	( b1241  ||  b0351 )
ACALDtex	!	ACALD_E  <-> ACALD_P	!	acetaldehyde transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACALDtpp	!	ACALD_P  <-> ACALD_C	!	acetaldehyde reversible transport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	s0001
ACANTHAT	!	ACCOA + ANTH -> ACANTH + COA	!	acetyl-CoA:anthranilate acetyltransferase	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	b1463
ACBIPGT	!	ADOCBIP + GTP + H -> AGDPCBI + PPI	!	Adenosyl cobinamide phosphate guanyltransferase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1993
ACCOAC	!	ACCOA + ATP + HCO3 -> ADP + H + MALCOA + PI	!	acetyl-CoA carboxylase	!	Cytosol	!	Membrane Lipid Metabolism	!	( b0185  &&  b2316  &&  b3255  &&  b3256 )
ACCOAL	!	ATP + COA + PPA -> ADP + PI + PPCOA	!	acetate-CoA ligase (ADP-forming)	!	Cytosol	!	Alternate Carbon Metabolism	!	b0335
ACGAL1PPpp	!	ACGAL1P + H2O -> ACGAL + PI	!	N-acetyl-D-galactosamine 1-phosphatase (periplasm)	!	Periplasmic space	!	Alternate Carbon Metabolism	!	Unknown
ACGAL1Ptex	!	ACGAL1P_E  <-> ACGAL1P_P	!	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACGALtex	!	ACGAL_E  <-> ACGAL_P	!	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACGAM1PPpp	!	ACGAM1P + H2O -> ACGAM + PI	!	N-acetyl-D-glucosamine 1-phosphatase (periplasm)	!	Periplasmic space	!	Alternate Carbon Metabolism	!	Unknown
ACGAM1Ptex	!	ACGAM1P_E  <-> ACGAM1P_P	!	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACGAMK	!	ACGAM + ATP -> ACGAM6P + ADP + H	!	N-acetylglucosamine kinase	!	Cytosol	!	Murein Recycling	!	b1119
ACGAMT	!	UACGAM + UDCPP -> UMP + UNAGA	!	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b3784
ACGAptspp	!	ACGAM_P  + PEP_C  -> ACGAM6P_C  + PYR_C	!	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( ( b2417  &&  b1101  &&  b2415  &&  b2416 )  ||  ( b0679  &&  b2415  &&  b2416 ) )
ACGAtex	!	ACGAM_E  <-> ACGAM_P	!	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACGK	!	ACGLU + ATP -> ACG5P + ADP	!	acetylglutamate kinase	!	Cytosol	!	Arginine and Proline Metabolism	!	b3959
ACGS	!	ACCOA + GLU_L -> ACGLU + COA + H	!	N-acetylglutamate synthase	!	Cytosol	!	Arginine and Proline Metabolism	!	b2818
ACHBS	!	2OBUT + H + PYR -> 2AHBUT + CO2	!	2-aceto-2-hydroxybutanoate synthase	!	Cytosol	!	Valine, Leucine, and Isoleucine Metabolism	!	( ( b3670  &&  b3671 )  ||  ( b0077  &&  b0078 ) )
ACKr	!	AC + ATP <-> ACTP + ADP	!	acetate kinase	!	Cytosol	!	Pyruvate Metabolism	!	( b3115  ||  b2296  ||  b1849 )
ACLS	!	H + 2* PYR -> ALAC_S + CO2	!	acetolactate synthase	!	Cytosol	!	Valine, Leucine, and Isoleucine Metabolism	!	( ( b0077  &&  b0078 )  ||  ( b3670  &&  b3671 ) )
ACM6PH	!	ACMUM6P + H2O -> ACGAM6P + LAC_D	!	N-acetylmuramate 6-phosphate hydrolase	!	Cytosol	!	Alternate Carbon Metabolism	!	Unknown
ACMAMUT	!	UACMAMU + UNAGA -> H + UDP + UNAGAMU	!	UDP-N-acetyl-D-mannosaminuronic acid transferase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b3794
ACMANAptspp	!	ACMANA_P  + PEP_C  -> ACMANAP_C  + PYR_C	!	N-acetyl-D-mannosamine transport via PTS  (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b1817  &&  b1818  &&  b1819  &&  b2415  &&  b2416 )
ACMANAtex	!	ACMANA_E  <-> ACMANA_P	!	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACMUMptspp	!	ACMUM_P  + PEP_C  -> ACMUM6P_C  + PYR_C	!	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2417  &&  b2429  &&  b2415  &&  b2416 )
ACMUMtex	!	ACMUM_E  -> ACMUM_P	!	N-acetylmuramate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACNAMt2pp	!	ACNAM_P  + H_P  -> ACNAM_C  + H_C	!	N-acetylneuraminate proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3224
ACNAMtex	!	ACNAM_E  <-> ACNAM_P	!	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane	!	( b4311  ||  b0929  ||  b2215 )
ACNML	!	ACNAM -> ACMANA + PYR	!	N-Acetylneuraminate lyase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3225
ACOAD1f	!	BTCOA + FAD <-> B2COA + FADH2	!	acyl-CoA dehydrogenase (butanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD2f	!	FAD + HXCOA <-> FADH2 + HX2COA	!	acyl-CoA dehydrogenase (hexanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD3f	!	FAD + OCCOA <-> FADH2 + OC2COA	!	acyl-CoA dehydrogenase (octanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD4f	!	DCACOA + FAD <-> DC2COA + FADH2	!	acyl-CoA dehydrogenase (decanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD5f	!	DDCACOA + FAD <-> DD2COA + FADH2	!	acyl-CoA dehydrogenase (dodecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD6f	!	FAD + TDCOA <-> FADH2 + TD2COA	!	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD7f	!	FAD + PMTCOA <-> FADH2 + HDD2COA	!	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOAD8f	!	FAD + STCOA <-> FADH2 + OD2COA	!	acyl-CoA dehydrogenase (octadecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	b0221
ACOATA	!	ACP + ACCOA <-> ACACP + COA	!	Acetyl-CoA ACP transacylase	!	Cytosol	!	Membrane Lipid Metabolism	!	( b1094  &&  b1091 )
ACODA	!	ACORN + H2O -> AC + ORN	!	acetylornithine deacetylase	!	Cytosol	!	Arginine and Proline Metabolism	!	b3957
ACOLIPAtex	!	ACOLIPA_P  -> ACOLIPA_E	!	arabinose modified core oligosaccharide lipid A transport via vector (periplasm to extracellular)	!	Intercompartmental	!	Lipopolysaccharide Biosynthesis / Recycling	!	Unknown
ACONIs	!	ACON_T <-> ACON_C	!	aconitate isomerase (spontaneous)	!	Cytosol	!	Unassigned	!	s0001
ACONMT	!	ACON_T + AMET -> ACONM + AHCYS	!	Trans-aconitate methyltransferase	!	Cytosol	!	Unassigned	!	b1519
ACONTa	!	CIT <-> ACON_C + H2O	!	aconitase (half-reaction A, Citrate hydro-lyase)	!	Cytosol	!	Citric Acid Cycle	!	( b1276  ||  b0118 )
ACONTb	!	ACON_C + H2O <-> ICIT	!	aconitase (half-reaction B, Isocitrate hydro-lyase)	!	Cytosol	!	Citric Acid Cycle	!	( b0118  ||  b1276 )
ACOTA	!	ACORN + AKG <-> ACG5SA + GLU_L	!	acetylornithine transaminase	!	Cytosol	!	Arginine and Proline Metabolism	!	( b3359  ||  b1748 )
ACPS1	!	APOACP + COA -> ACP + H + PAP	!	acyl-carrier protein synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	( b2563  ||  b3475 )
ACS	!	AC + ATP + COA -> ACCOA + AMP + PPI	!	acetyl-CoA synthetase	!	Cytosol	!	Pyruvate Metabolism	!	b4069
ACSERtex	!	ACSER_E  <-> ACSER_P	!	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ACSERtpp	!	ACSER_C  -> ACSER_P	!	O-Acetyl-L-serine export via facilitated transport	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2578  ||  b1533 )
ACt2rpp	!	AC_P  + H_P  <-> AC_C  + H_C	!	acetate reversible transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
ACt4pp	!	AC_P  + NA1_P  -> AC_C  + NA1_C	!	Na+/Acetate symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b4067
ACtex	!	AC_E  <-> AC_P	!	Acetate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ADA	!	ADN + H + H2O -> INS + NH4	!	Adenosine deaminase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b1623
ADCL	!	4ADCHO -> 4ABZ + H + PYR	!	4-aminobenzoate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1096
ADCS	!	CHOR + GLN_L -> 4ADCHO + GLU_L	!	4-amino-4-deoxychorismate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	( b3360  &&  b1812 )
ADD	!	ADE + H + H2O -> HXAN + NH4	!	adenine deaminase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b3665
ADEt2rpp	!	ADE_P  + H_P  <-> ADE_C  + H_C	!	adenine transport via proton symport (reversible) (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3654
ADEtex	!	ADE_E  <-> ADE_P	!	adenine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ADK1	!	AMP + ATP <-> 2* ADP	!	adenylate kinase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b0474
ADK3	!	AMP + GTP <-> ADP + GDP	!	adentylate kinase (GTP)	!	Cytosol	!	Nucleotide Salvage Pathway	!	b0474
ADK4	!	AMP + ITP <-> ADP + IDP	!	adentylate kinase (ITP)	!	Cytosol	!	Nucleotide Salvage Pathway	!	b0474
ADMDC	!	AMET + H -> AMETAM + CO2	!	adenosylmethionine decarboxylase	!	Cytosol	!	Arginine and Proline Metabolism	!	b0120
ADNCYC	!	ATP -> CAMP + PPI	!	adenylate cyclase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b3806
ADNK1	!	ADN + ATP -> ADP + AMP + H	!	adenosine kinase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b0474
ADNt2pp	!	ADN_P  + H_P  -> ADN_C  + H_C	!	adenosine transport in via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2964  ||  b2393 )
ADNt2rpp	!	ADN_P  + H_P  <-> ADN_C  + H_C	!	adenosine transport in via proton symport, reversible (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2406
ADNtex	!	ADN_E  <-> ADN_P	!	adenosine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane	!	b0411
ADNUC	!	ADN + H2O -> ADE + RIB_D	!	adenosine hydrolase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0030
ADOCBIK	!	ADOCBI + ATP -> ADOCBIP + ADP + H	!	Adenosyl cobinamide kinase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1993
ADOCBLabcpp	!	ADOCBL_P  + ATP_C  + H2O_C  -> ADOCBL_C  + ADP_C  + H_C  + PI_C	!	Adenosylcobalamin transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b1711  &&  b1709  &&  b0158 )
ADOCBLS	!	AGDPCBI + RDMBZI -> ADOCBL + GMP + H	!	Adenosylcobalamin 5'-phosphate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1992
ADOCBLtonex	!	ADOCBL_E  + H_P  -> ADOCBL_P  + H_C	!	Adenosylcobalimin transport via ton system (extermal)	!	Intercompartmental	!	Transport, Outer Membrane	!	( b3966  &&  ( b1252  &&  b3005  &&  b3006 ) )
ADPRDP	!	ADPRIB + H2O -> AMP + 2* H + R5P	!	ADPribose diphosphatase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b3397
ADPT	!	ADE + PRPP -> AMP + PPI	!	adenine phosphoribosyltransferase	!	Cytosol	!	Nucleotide Salvage Pathway	!	b0469
ADSK	!	APS + ATP -> ADP + H + PAPS	!	adenylyl-sulfate kinase	!	Cytosol	!	Cysteine Metabolism	!	b2750
ADSL1r	!	DCAMP <-> AMP + FUM	!	adenylsuccinate lyase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b1131
ADSL2r	!	25AICS <-> AICAR + FUM	!	adenylosuccinate lyase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b1131
ADSS	!	ASP_L + GTP + IMP -> DCAMP + GDP + 2* H + PI	!	adenylosuccinate synthase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b4177
AGDC	!	ACGAM6P + H2O -> AC + GAM6P	!	N-acetylglucosamine-6-phosphate deacetylase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0677
AGM3PA	!	ANHGM3P + H2O -> LALADGLUMDAP + ANHGM	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	!	Cytosol	!	Murein Recycling	!	b0110
AGM3PApp	!	ANHGM3P + H2O -> LALADGLUMDAP + ANHGM	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	!	Periplasmic space	!	Murein Recycling	!	( b4169  ||  b2435  ||  b2817 )
AGM3PH	!	ANHGM3P + H2O -> ACGAM + ANHM3P	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase	!	Cytosol	!	Murein Recycling	!	b1107
AGM3Pt2pp	!	ANHGM3P_P  + H_P  -> ANHGM3P_C  + H_C	!	GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	!	Intercompartmental	!	Murein Recycling	!	b0433
AGM4PA	!	ANHGM4P + H2O -> LALADGLUMDAPDALA + ANHGM	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	!	Cytosol	!	Murein Recycling	!	b0110
AGM4PApp	!	ANHGM4P + H2O -> LALADGLUMDAPDALA + ANHGM	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)	!	Periplasmic space	!	Murein Recycling	!	( b2817  ||  b4169  ||  b2435 )
AGM4PCP	!	ANHGM4P + H2O -> ALA_D + ANHGM3P	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	!	Cytosol	!	Murein Recycling	!	b1192
AGM4PCPpp	!	ANHGM4P + H2O -> ALA_D + ANHGM3P	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)	!	Periplasmic space	!	Murein Recycling	!	Unknown
AGM4PH	!	ANHGM4P + H2O -> ACGAM + ANHM4P	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase	!	Cytosol	!	Murein Recycling	!	b1107
AGM4Pt2pp	!	ANHGM4P_P  + H_P  -> ANHGM4P_C  + H_C	!	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	!	Intercompartmental	!	Murein Recycling	!	b0433
AGMH	!	ANHGM + H2O -> ACGAM + ANHM	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase	!	Cytosol	!	Murein Recycling	!	b1107
AGMHE	!	ADPHEP_DD -> ADPHEP_LD	!	ADP-D-glycero-D-manno-heptose epimerase	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b3619
AGMT	!	AGM + H2O -> PTRC + UREA	!	agmatinase	!	Cytosol	!	Arginine and Proline Metabolism	!	b2937
AGMt2pp	!	ANHGM_P  + H_P  -> ANHGM_C  + H_C	!	GlcNAc-anhMurNAc transport in via proton symport (periplasm)	!	Intercompartmental	!	Murein Recycling	!	b0433
AGMtex	!	AGM_E  <-> AGM_P	!	agmatine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
AGPAT120	!	1DDECG3P + DDCAACP -> ACP + PA120	!	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPAT140	!	1TDECG3P + MYRSACP -> ACP + PA140	!	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPAT141	!	1TDEC7EG3P + TDEACP -> ACP + PA141	!	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPAT160	!	1HDECG3P + PALMACP -> ACP + PA160	!	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPAT161	!	1HDEC9EG3P + HDEACP -> ACP + PA161	!	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPAT180	!	1ODECG3P + OCDCAACP -> ACP + PA180	!	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPAT181	!	1ODEC11EG3P + OCTEACP -> ACP + PA181	!	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3018
AGPR	!	ACG5SA + NADP + PI <-> ACG5P + H + NADPH	!	N-acetyl-g-glutamyl-phosphate reductase	!	Cytosol	!	Arginine and Proline Metabolism	!	b3958
AGt3	!	AG_C  + H_E  -> AG_E  + H_C	!	silver transport out via proton antiport	!	Intercompartmental	!	Inorganic Ion Transport and Metabolism	!	( b0572  &&  b0573  &&  b0574  &&  b0575 )
AHCYSNS	!	AHCYS + H2O -> ADE + RHCYS	!	S-adenosylhomocysteine nucleosidase	!	Cytosol	!	Methionine Metabolism	!	b0159
AICART	!	10FTHF + AICAR <-> FPRICA + THF	!	phosphoribosylaminoimidazolecarboxamide formyltransferase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b4006
AIRC2	!	AIR + ATP + HCO3 -> 5CAIZ + ADP + H + PI	!	phosphoribosylaminoimidazole carboxylase	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b0522
AIRC3	!	5AIZC <-> 5CAIZ	!	phosphoribosylaminoimidazole carboxylase (mutase rxn)	!	Cytosol	!	Purine and Pyrimidine Biosynthesis	!	b0523
AKGDH	!	AKG + COA + NAD -> CO2 + NADH + SUCCOA	!	2-Oxogluterate dehydrogenase	!	Cytosol	!	Citric Acid Cycle	!	( b0116  &&  b0726  &&  b0727 )
AKGt2rpp	!	AKG_P  + H_P  <-> AKG_C  + H_C	!	2-oxoglutarate reversible transport via symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2587
AKGtex	!	AKG_E  <-> AKG_P	!	alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ALAabcpp	!	ALA_L_P  + ATP_C  + H2O_C  -> ADP_C  + ALA_L_C  + H_C  + PI_C	!	L-alanine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b3454  &&  b3455  &&  b3457  &&  b3460  &&  b3456 )
ALAALAabcpp	!	ALAALA_P  + ATP_C  + H2O_C  -> ADP_C  + ALAALA_C  + H_C  + PI_C	!	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( ( b3544  &&  b3543  &&  b3542  &&  b3541  &&  b3540 )  ||  ( b1487  &&  b1486  &&  b1485  &&  b1484  &&  b1483 ) )
ALAALAD	!	ALAALA + H2O -> 2* ALA_D	!	D-alanine-D-alanine dipeptidase	!	Cytosol	!	Murein Recycling	!	b1488
ALAALAr	!	2* ALA_D + ATP <-> ADP + ALAALA + H + PI	!	D-alanine-D-alanine ligase (reversible)	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b0381  ||  b0092 )
ALAALAtex	!	ALAALA_E  <-> ALAALA_P	!	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ALAGLUE	!	LALADGLU <-> LALALGLU	!	L-alanyl-gamma-glutamate epimerase	!	Cytosol	!	Murein Recycling	!	b1325
ALAR	!	ALA_L <-> ALA_D	!	alanine racemase	!	Cytosol	!	Alanine and Aspartate Metabolism	!	( b4053  ||  b1190 )
ALAt2pp	!	ALA_L_P  + H_P  -> ALA_L_C  + H_C	!	L-alanine transport in via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b4208
ALAt4pp	!	ALA_L_P  + NA1_P  -> ALA_L_C  + NA1_C	!	L-alanine transport in via sodium symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b0007
ALATA_D2	!	ALA_D + PYDX5P -> PYAM5P + PYR	!	D-alanine transaminase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	( b0870  ||  b2551 )
